row_type,played_note,played_midi,played_freq,band_index,band_center_freq,band_fmin,band_fmax,scan_direction,candidate_f0,candidate_note,pitchyinfft_score,candidate_in_band,delta_cents_vs_played,fft_band_f0,fft_band_note,fft_band_score,fft_band_selected,hps_f0,hps_note,hps_score,hps_multi_note,candidate_fft_local_f0,candidate_fft_local_note,candidate_fft_local_score,candidate_hps_local_f0,candidate_hps_local_note,candidate_hps_local_score,candidate_hps_band_note,candidate_hps_agreement,candidate_final_score,candidate_harmonic_stack_score,candidate_harmonic_stack_hits,candidate_harmonic_stack_peaks,candidate_yin_harmonic_coherence_score,candidate_yin_harmonic_relations,refine_selected,refined_from_note,refined_from_f0,refined_f0,refined_note,refined_score,refined_delta_cents,chosen_note,chosen_f0,chosen_score,chosen_method,chosen_note_2,chosen_f0_2,chosen_score_2,chosen_method_2,chosen_note_3,chosen_f0_3,chosen_score_3,chosen_method_3,chosen_note_4,chosen_f0_4,chosen_score_4,chosen_method_4,candidate_top_notes
band_row,A0,21,27.5,2,155.56349186104046,110.0,220.0,low_to_high,161.0903778076172,E3,0.7529258364029356,True,3060.440157993539,164.0625,E3,1.0,E3,27.5391,A0,0.7936915210006926,A0,164.0625,E3,1.0,27.5391,A0,0.7966580788527187,,3.0,2.6890705491367983,0.055438791763994265,6,"1:164.1, 2:330.3, 3:502.4, 4:620.4, 5:804.2, 6:964.6",1.0,2:E4,False,,,,,,,A0,27.55970573425293,0.9051672383577809,best_refined_score,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0
band_row,A0,21,27.5,3,311.1269837220809,220.0,440.0,low_to_high,327.6237487792969,E4,0.4457690459928402,True,4289.443698058991,330.322265625,E4,1.0,E3,27.5391,A0,0.7936915210006926,A0,330.322265625,E4,1.0,54.8272,A1,0.737549345105543,,2.0,1.967082912565195,0.055617918440951965,6,"1:330.3, 2:620.4, 3:964.6, 4:1271.5, 5:1672.9, 6:1875.7",0.0,,False,,,,,,,A0,27.55970573425293,0.9051672383577809,best_refined_score,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0
band_row,A0,21,27.5,1,77.78174593052023,55.0,110.0,low_to_high,66.49031066894531,C2,0.6521213281536468,True,1528.4549998754296,55.6640625,A1,0.4231306164413233,E3,27.5391,A0,0.7936915210006926,A0,70.3125,C♯2,0.10709952665783493,27.3438,A0,0.6263834044132739,,0.0,1.389561174259784,0.10288012492307172,6,"1:70.3, 2:136.2, 3:191.2, 4:274.7, 5:330.3, 6:387.5",0.5,5:E4,False,,,,,,,A0,27.55970573425293,0.9051672383577809,best_refined_score,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0
band_row,A0,21,27.5,0,38.890872965260115,27.5,55.0,low_to_high,27.560344696044922,A0,0.8786124463793221,True,3.794775891032712,29.296875,B♭0,0.10436485508996045,E3,27.5391,A0,0.7936915210006926,A0,28.564453125,B♭0,0.0682529734111593,17.5781,C♯0,0.5824671175884083,A0,1.0,3.268619932750218,0.05870089166991811,6,"1:28.6, 2:54.2, 3:81.3, 4:109.1, 5:136.2, 6:164.1",0.0,,True,A0,27.560344696044922,27.55970573425293,A0,0.9051672383577809,3.754638322152809,A0,27.55970573425293,0.9051672383577809,best_refined_score,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0
summary,A0,21,27.5,,,,,,,,,,,,,,E3,27.5391,A0,0.7936915210006926,A0,,,,,,,,,,,,,,,,,,,,,,A0,27.55970573425293,0.9051672383577809,best_refined_score,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0,27.560344696044922,3.268619932750218,candidate_consolidation,A0
band_row,B♭0,22,29.13523509488062,1,77.78174593052023,55.0,110.0,low_to_high,83.39420700073242,E2,0.6061615405669193,True,1820.6186616134507,86.42578125,F2,1.0,F2,29.2969,B♭0,0.8644350631324671,B♭0,86.42578125,F2,1.0,29.2969,B♭0,0.6518117112722275,,0.0,1.906325844157176,0.08810808679069755,6,"1:86.4, 2:174.3, 3:262.2, 4:321.5, 5:411.6, 6:472.4",1.7,"2:E3, 4:E4",False,,,,,,,B♭0,29.246753692626953,0.9430057498885211,best_refined_score,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0
band_row,B♭0,22,29.13523509488062,2,155.56349186104046,110.0,220.0,low_to_high,167.2783432006836,E3,0.7289958278556051,True,3025.6965851190043,145.01953125,D3,1.0,F2,29.2969,B♭0,0.8644350631324671,B♭0,174.31640625,F3,1.0,28.7109,B♭0,0.8786891937431034,,0.0,2.140263739073511,0.06943962643016019,6,"1:174.3, 2:321.5, 3:503.2, 4:659.9, 5:855.5, 6:956.5",1.0,2:E4,False,,,,,,,B♭0,29.246753692626953,0.9430057498885211,best_refined_score,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0
band_row,B♭0,22,29.13523509488062,3,311.1269837220809,220.0,440.0,low_to_high,338.25897216796875,E4,0.6643812852954862,True,4244.749613360221,321.533203125,E4,1.0,F2,29.2969,B♭0,0.8644350631324671,B♭0,321.533203125,E4,1.0,87.2313,F2,0.6747827326004944,,2.0,2.122338883797568,0.058704466854787696,6,"1:321.5, 2:659.9, 3:958.0, 4:1352.8, 5:1780.5, 6:2089.6",0.0,,False,,,,,,,B♭0,29.246753692626953,0.9430057498885211,best_refined_score,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0
band_row,B♭0,22,29.13523509488062,0,38.890872965260115,27.5,55.0,low_to_high,29.24527931213379,B♭0,0.9175747490449477,True,6.526579060804343,32.2265625,C1,0.07938021035774097,F2,29.2969,B♭0,0.8644350631324671,B♭0,30.76171875,B0,0.0624205346037731,20.5078,E0,0.5201118735143153,B♭0,1.0,3.311741541549749,0.061607606244776035,6,"1:30.8, 2:57.9, 3:86.4, 4:115.7, 5:145.0, 6:174.3",0.0,,True,B♭0,29.24527931213379,29.246753692626953,B♭0,0.9430057498885211,6.6138558258769145,B♭0,29.246753692626953,0.9430057498885211,best_refined_score,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0
summary,B♭0,22,29.13523509488062,,,,,,,,,,,,,,F2,29.2969,B♭0,0.8644350631324671,B♭0,,,,,,,,,,,,,,,,,,,,,,B♭0,29.246753692626953,0.9430057498885211,best_refined_score,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0,29.24527931213379,3.311741541549749,candidate_consolidation,B♭0
